dataset,engine_id,predicted_RUL,rank,feature,shap_value,absolute_impact,effect
FD001,35,6.7657,6,sensor_15,5.416,5.416,increased predicted RUL
FD001,35,6.7657,7,sensor_13_rolling_mean,-5.4012,5.4012,decreased predicted RUL
FD001,35,6.7657,8,sensor_9,-5.2016,5.2016,decreased predicted RUL
FD001,35,6.7657,9,sensor_2,-3.7136,3.7136,decreased predicted RUL
FD001,35,6.7657,10,sensor_14,-3.4613,3.4613,decreased predicted RUL
FD001,36,17.2386,1,cycle,-37.3629,37.3629,decreased predicted RUL
FD001,36,17.2386,2,sensor_11,-28.6993,28.6993,decreased predicted RUL
FD001,36,17.2386,3,sensor_13,-19.8444,19.8444,decreased predicted RUL
FD001,36,17.2386,4,sensor_4,-11.2398,11.2398,decreased predicted RUL
FD001,36,17.2386,5,sensor_11_rolling_mean,-7.5134,7.5134,decreased predicted RUL
FD001,36,17.2386,6,sensor_13_rolling_mean,-6.782,6.782,decreased predicted RUL
FD001,36,17.2386,7,sensor_15,4.687,4.687,increased predicted RUL
FD001,36,17.2386,8,sensor_2,-4.2316,4.2316,decreased predicted RUL
FD001,36,17.2386,9,sensor_3,-3.6854,3.6854,decreased predicted RUL
FD001,36,17.2386,10,sensor_17,-3.3495,3.3495,decreased predicted RUL
FD001,37,51.8421,1,cycle,-30.9183,30.9183,decreased predicted RUL
FD001,37,51.8421,2,sensor_11,-19.0197,19.0197,decreased predicted RUL
FD001,37,51.8421,3,sensor_4,-9.7844,9.7844,decreased predicted RUL
FD001,37,51.8421,4,sensor_11_rolling_mean,-8.5187,8.5187,decreased predicted RUL
FD001,37,51.8421,5,sensor_13,-6.1475,6.1475,decreased predicted RUL
FD001,37,51.8421,6,sensor_15,6.0337,6.0337,increased predicted RUL
FD001,37,51.8421,7,sensor_13_rolling_mean,-5.8014,5.8014,decreased predicted RUL
FD001,37,51.8421,8,sensor_2,-4.8812,4.8812,decreased predicted RUL
FD001,37,51.8421,9,sensor_6_rolling_std,3.7988,3.7988,increased predicted RUL
FD001,37,51.8421,10,sensor_12,3.5477,3.5477,increased predicted RUL
FD001,38,42.5519,1,cycle,-34.9501,34.9501,decreased predicted RUL
FD001,38,42.5519,2,sensor_11,-23.2396,23.2396,decreased predicted RUL
FD001,38,42.5519,3,sensor_14,-7.6225,7.6225,decreased predicted RUL
FD001,38,42.5519,4,sensor_15,7.2749,7.2749,increased predicted RUL
FD001,38,42.5519,5,sensor_9,-7.1892,7.1892,decreased predicted RUL
FD001,38,42.5519,6,sensor_11_rolling_mean,-7.1506,7.1506,decreased predicted RUL
FD001,38,42.5519,7,sensor_13,-5.1482,5.1482,decreased predicted RUL
FD001,38,42.5519,8,sensor_12,4.6972,4.6972,increased predicted RUL
FD001,38,42.5519,9,sensor_2,-4.4999,4.4999,decreased predicted RUL
FD001,38,42.5519,10,sensor_4,-4.2861,4.2861,decreased predicted RUL
FD001,39,156.6207,1,cycle,36.3767,36.3767,increased predicted RUL
FD001,39,156.6207,2,sensor_15,18.7021,18.7021,increased predicted RUL
FD001,39,156.6207,3,sensor_6,-16.2005,16.2005,decreased predicted RUL
FD001,39,156.6207,4,sensor_14_rolling_mean,-7.4735,7.4735,decreased predicted RUL
FD001,39,156.6207,5,sensor_13,6.6633,6.6633,increased predicted RUL
FD001,39,156.6207,6,sensor_12,5.5674,5.5674,increased predicted RUL
FD001,39,156.6207,7,sensor_13_rolling_mean,-5.4651,5.4651,decreased predicted RUL
FD001,39,156.6207,8,sensor_15_rolling_mean,4.6378,4.6378,increased predicted RUL
FD001,39,156.6207,9,sensor_11_rolling_mean,-4.067,4.067,decreased predicted RUL
FD001,39,156.6207,10,sensor_4,-3.4613,3.4613,decreased predicted RUL
FD001,40,31.4786,1,cycle,-35.6309,35.6309,decreased predicted RUL
FD001,40,31.4786,2,sensor_11,-24.2897,24.2897,decreased predicted RUL
FD001,40,31.4786,3,sensor_13,-11.5329,11.5329,decreased predicted RUL
FD001,40,31.4786,4,sensor_4,-11.0707,11.0707,decreased predicted RUL
FD001,40,31.4786,5,sensor_11_rolling_mean,-6.7396,6.7396,decreased predicted RUL
FD001,40,31.4786,6,sensor_15,6.172,6.172,increased predicted RUL
FD001,40,31.4786,7,sensor_13_rolling_mean,-5.1127,5.1127,decreased predicted RUL
FD001,40,31.4786,8,sensor_2,-4.2227,4.2227,decreased predicted RUL
FD001,40,31.4786,9,sensor_3,-3.3472,3.3472,decreased predicted RUL
FD001,40,31.4786,10,sensor_17,-3.1126,3.1126,decreased predicted RUL
FD001,41,46.5699,1,cycle,-31.6382,31.6382,decreased predicted RUL
FD001,41,46.5699,2,sensor_11,-16.063,16.063,decreased predicted RUL
FD001,41,46.5699,3,sensor_13,-13.2211,13.2211,decreased predicted RUL
FD001,41,46.5699,4,sensor_4,-11.2716,11.2716,decreased predicted RUL
FD001,41,46.5699,5,sensor_11_rolling_mean,-8.4647,8.4647,decreased predicted RUL
FD001,41,46.5699,6,sensor_15,7.2663,7.2663,increased predicted RUL
FD001,41,46.5699,7,sensor_13_rolling_mean,-6.1205,6.1205,decreased predicted RUL
FD001,41,46.5699,8,sensor_12,4.1801,4.1801,increased predicted RUL
FD001,41,46.5699,9,sensor_6_rolling_std,3.7184,3.7184,increased predicted RUL
FD001,41,46.5699,10,sensor_8,-3.3977,3.3977,decreased predicted RUL
FD001,42,18.2532,1,cycle,-40.0989,40.0989,decreased predicted RUL
FD001,42,18.2532,2,sensor_13,-26.0258,26.0258,decreased predicted RUL
FD001,42,18.2532,3,sensor_11,-25.4397,25.4397,decreased predicted RUL
FD001,42,18.2532,4,sensor_4,-11.3648,11.3648,decreased predicted RUL
FD001,42,18.2532,5,sensor_11_rolling_mean,-7.8651,7.8651,decreased predicted RUL
FD001,42,18.2532,6,sensor_15,5.3376,5.3376,increased predicted RUL
FD001,42,18.2532,7,sensor_13_rolling_mean,-5.0497,5.0497,decreased predicted RUL
FD001,42,18.2532,8,sensor_6_rolling_std,3.9799,3.9799,increased predicted RUL
FD001,42,18.2532,9,sensor_2,-3.8608,3.8608,decreased predicted RUL
FD001,42,18.2532,10,sensor_3,-3.6267,3.6267,decreased predicted RUL
FD001,43,64.8466,1,cycle,-35.5294,35.5294,decreased predicted RUL
FD001,43,64.8466,2,sensor_11,-12.9204,12.9204,decreased predicted RUL
FD001,43,64.8466,3,sensor_4,-11.6059,11.6059,decreased predicted RUL
FD001,43,64.8466,4,sensor_13,-7.1308,7.1308,decreased predicted RUL
FD001,43,64.8466,5,sensor_15,7.052,7.052,increased predicted RUL
FD001,43,64.8466,6,sensor_11_rolling_mean,-6.804,6.804,decreased predicted RUL
FD001,43,64.8466,7,sensor_12,4.6075,4.6075,increased predicted RUL
FD001,43,64.8466,8,sensor_2,-3.7961,3.7961,decreased predicted RUL
FD001,43,64.8466,9,sensor_15_rolling_mean,3.4069,3.4069,increased predicted RUL
FD001,43,64.8466,10,sensor_6_rolling_std,3.3606,3.3606,increased predicted RUL
FD001,44,138.9575,1,cycle,33.796,33.796,increased predicted RUL
FD001,44,138.9575,2,sensor_11,-16.0258,16.0258,decreased predicted RUL
FD001,44,138.9575,3,sensor_6,-11.3628,11.3628,decreased predicted RUL
FD001,44,138.9575,4,sensor_15,9.2823,9.2823,increased predicted RUL
FD001,44,138.9575,5,sensor_4,-8.1248,8.1248,decreased predicted RUL
FD001,44,138.9575,6,sensor_11_rolling_mean,-5.4162,5.4162,decreased predicted RUL
FD001,44,138.9575,7,sensor_12,4.6771,4.6771,increased predicted RUL
FD001,44,138.9575,8,sensor_7,3.5622,3.5622,increased predicted RUL
FD001,44,138.9575,9,sensor_15_rolling_mean,2.9973,2.9973,increased predicted RUL
FD001,44,138.9575,10,sensor_2,-2.775,2.775,decreased predicted RUL
FD001,45,69.5846,1,cycle,-33.404,33.404,decreased predicted RUL
FD001,45,69.5846,2,sensor_11,-14.0708,14.0708,decreased predicted RUL
FD001,45,69.5846,3,sensor_4,-7.8306,7.8306,decreased predicted RUL
FD001,45,69.5846,4,sensor_15,6.951,6.951,increased predicted RUL
FD001,45,69.5846,5,sensor_11_rolling_mean,-6.0548,6.0548,decreased predicted RUL
FD001,45,69.5846,6,sensor_12,4.658,4.658,increased predicted RUL
FD001,45,69.5846,7,sensor_3,-3.6765,3.6765,decreased predicted RUL
FD001,45,69.5846,8,sensor_17,-3.1403,3.1403,decreased predicted RUL
FD001,45,69.5846,9,sensor_2,-3.0969,3.0969,decreased predicted RUL
FD001,45,69.5846,10,sensor_21,3.078,3.078,increased predicted RUL
FD001,46,37.2348,1,cycle,-36.819,36.819,decreased predicted RUL
FD001,46,37.2348,2,sensor_11,-23.0256,23.0256,decreased predicted RUL
FD001,46,37.2348,3,sensor_4,-10.7638,10.7638,decreased predicted RUL
FD001,46,37.2348,4,sensor_9,-9.341,9.341,decreased predicted RUL
FD001,46,37.2348,5,sensor_15,8.144,8.144,increased predicted RUL
FD001,46,37.2348,6,sensor_11_rolling_mean,-6.0692,6.0692,decreased predicted RUL
FD001,46,37.2348,7,sensor_14,-5.7493,5.7493,decreased predicted RUL
FD001,46,37.2348,8,sensor_12,3.6399,3.6399,increased predicted RUL
FD001,46,37.2348,9,sensor_3,-3.2532,3.2532,decreased predicted RUL
FD001,46,37.2348,10,sensor_2,-3.1785,3.1785,decreased predicted RUL
FD001,47,113.7837,1,sensor_11,-14.7859,14.7859,decreased predicted RUL
FD001,47,113.7837,2,cycle,14.1307,14.1307,increased predicted RUL
FD001,47,113.7837,3,sensor_15,10.9345,10.9345,increased predicted RUL
FD001,47,113.7837,4,sensor_6,-10.1786,10.1786,decreased predicted RUL
FD001,47,113.7837,5,sensor_4,-5.8817,5.8817,decreased predicted RUL
FD001,47,113.7837,6,sensor_12,5.0824,5.0824,increased predicted RUL
FD001,47,113.7837,7,sensor_13_rolling_mean,-4.9018,4.9018,decreased predicted RUL
FD001,47,113.7837,8,sensor_11_rolling_mean,-4.4649,4.4649,decreased predicted RUL
FD001,47,113.7837,9,sensor_2,-3.3379,3.3379,decreased predicted RUL
FD001,47,113.7837,10,sensor_7,3.2355,3.2355,increased predicted RUL
FD001,48,123.132,1,sensor_11,-13.3695,13.3695,decreased predicted RUL
FD001,48,123.132,2,cycle,10.7878,10.7878,increased predicted RUL
FD001,48,123.132,3,sensor_6,-9.2114,9.2114,decreased predicted RUL
FD001,48,123.132,4,sensor_15,8.9956,8.9956,increased predicted RUL
FD001,48,123.132,5,sensor_12,7.2217,7.2217,increased predicted RUL
FD001,48,123.132,6,sensor_11_rolling_mean,-4.9809,4.9809,decreased predicted RUL
FD001,48,123.132,7,sensor_15_rolling_mean,4.5474,4.5474,increased predicted RUL
FD001,48,123.132,8,sensor_4,-4.2098,4.2098,decreased predicted RUL
FD001,48,123.132,9,sensor_2,-3.2807,3.2807,decreased predicted RUL
FD001,48,123.132,10,sensor_13,-3.1409,3.1409,decreased predicted RUL
FD001,49,25.3115,1,cycle,-33.4367,33.4367,decreased predicted RUL
FD001,49,25.3115,2,sensor_11,-30.0978,30.0978,decreased predicted RUL
FD001,49,25.3115,3,sensor_13,-20.8512,20.8512,decreased predicted RUL
FD001,49,25.3115,4,sensor_4,-12.3093,12.3093,decreased predicted RUL
FD001,49,25.3115,5,sensor_11_rolling_mean,-7.3642,7.3642,decreased predicted RUL
FD001,49,25.3115,6,sensor_13_rolling_mean,-5.9698,5.9698,decreased predicted RUL
FD001,49,25.3115,7,sensor_15,5.0743,5.0743,increased predicted RUL
FD001,49,25.3115,8,sensor_2,-4.9038,4.9038,decreased predicted RUL
FD001,49,25.3115,9,sensor_17,-3.3487,3.3487,decreased predicted RUL
FD001,49,25.3115,10,sensor_3,-3.0648,3.0648,decreased predicted RUL
FD001,50,122.1882,1,sensor_11,-13.0383,13.0383,decreased predicted RUL
FD001,50,122.1882,2,sensor_15,12.1285,12.1285,increased predicted RUL
FD001,50,122.1882,3,sensor_6,-11.1473,11.1473,decreased predicted RUL
FD001,50,122.1882,4,cycle,10.5209,10.5209,increased predicted RUL
FD001,50,122.1882,5,sensor_12,6.57,6.57,increased predicted RUL
FD001,50,122.1882,6,sensor_11_rolling_mean,-6.0285,6.0285,decreased predicted RUL
FD001,50,122.1882,7,sensor_14_rolling_mean,-5.5476,5.5476,decreased predicted RUL
FD001,50,122.1882,8,sensor_4,-4.6429,4.6429,decreased predicted RUL
FD001,50,122.1882,9,sensor_13,4.5235,4.5235,increased predicted RUL
FD001,50,122.1882,10,sensor_15_rolling_mean,3.5443,3.5443,increased predicted RUL
FD001,51,92.4837,1,cycle,-32.8041,32.8041,decreased predicted RUL
FD001,51,92.4837,2,sensor_11,-13.1677,13.1677,decreased predicted RUL
FD001,51,92.4837,3,sensor_15,11.8842,11.8842,increased predicted RUL
FD001,51,92.4837,4,sensor_4,-8.5888,8.5888,decreased predicted RUL
FD001,51,92.4837,5,sensor_11_rolling_mean,-7.6409,7.6409,decreased predicted RUL
FD001,51,92.4837,6,sensor_12,5.8293,5.8293,increased predicted RUL
FD001,51,92.4837,7,sensor_6_rolling_std,3.9753,3.9753,increased predicted RUL
FD001,51,92.4837,8,sensor_21,3.5172,3.5172,increased predicted RUL
FD001,51,92.4837,9,sensor_2,-3.0943,3.0943,decreased predicted RUL
FD001,51,92.4837,10,sensor_20,2.9978,2.9978,increased predicted RUL
FD001,52,33.7074,1,cycle,-35.5741,35.5741,decreased predicted RUL
FD001,52,33.7074,2,sensor_11,-20.563,20.563,decreased predicted RUL
FD001,52,33.7074,3,sensor_9,-18.1535,18.1535,decreased predicted RUL
FD001,52,33.7074,4,sensor_14,-11.7665,11.7665,decreased predicted RUL
FD001,52,33.7074,5,sensor_4,-10.2125,10.2125,decreased predicted RUL
FD001,52,33.7074,6,sensor_11_rolling_mean,-7.4464,7.4464,decreased predicted RUL
FD001,52,33.7074,7,sensor_15,7.0938,7.0938,increased predicted RUL
FD001,52,33.7074,8,sensor_6,-5.1739,5.1739,decreased predicted RUL
FD001,52,33.7074,9,sensor_13,4.9483,4.9483,increased predicted RUL
FD001,52,33.7074,10,sensor_12,3.6451,3.6451,increased predicted RUL
FD001,53,35.2612,1,cycle,-37.0169,37.0169,decreased predicted RUL
FD001,53,35.2612,2,sensor_11,-23.1702,23.1702,decreased predicted RUL
FD001,53,35.2612,3,sensor_9,-15.5347,15.5347,decreased predicted RUL
FD001,53,35.2612,4,sensor_4,-11.485,11.485,decreased predicted RUL
FD001,53,35.2612,5,sensor_14,-9.8363,9.8363,decreased predicted RUL
FD001,53,35.2612,6,sensor_15,8.1547,8.1547,increased predicted RUL
FD001,53,35.2612,7,sensor_11_rolling_mean,-6.2495,6.2495,decreased predicted RUL
FD001,53,35.2612,8,sensor_13,5.8353,5.8353,increased predicted RUL
FD001,53,35.2612,9,sensor_6,-5.0279,5.0279,decreased predicted RUL
FD001,53,35.2612,10,sensor_2,-3.2092,3.2092,decreased predicted RUL
FD001,54,139.3652,1,sensor_15,26.3877,26.3877,increased predicted RUL
FD001,54,139.3652,2,cycle,-26.189,26.189,decreased predicted RUL
FD001,54,139.3652,3,sensor_13,16.7728,16.7728,increased predicted RUL
FD001,54,139.3652,4,sensor_11_rolling_mean,-6.0343,6.0343,decreased predicted RUL
FD001,54,139.3652,5,sensor_7,6.0319,6.0319,increased predicted RUL
FD001,54,139.3652,6,sensor_12,5.5841,5.5841,increased predicted RUL
FD001,54,139.3652,7,sensor_15_rolling_mean,4.2223,4.2223,increased predicted RUL
FD001,54,139.3652,8,sensor_14,-3.9399,3.9399,decreased predicted RUL
FD001,54,139.3652,9,sensor_9,-3.5728,3.5728,decreased predicted RUL
FD001,54,139.3652,10,sensor_21,3.4239,3.4239,increased predicted RUL
FD001,55,134.537,1,cycle,-24.153,24.153,decreased predicted RUL
FD001,55,134.537,2,sensor_15,19.9755,19.9755,increased predicted RUL
FD001,55,134.537,3,sensor_11,-11.6839,11.6839,decreased predicted RUL
FD001,55,134.537,4,sensor_13,11.3135,11.3135,increased predicted RUL
FD001,55,134.537,5,sensor_11_rolling_mean,-7.175,7.175,decreased predicted RUL
FD001,55,134.537,6,sensor_12,6.6342,6.6342,increased predicted RUL
FD001,55,134.537,7,sensor_6,-4.9645,4.9645,decreased predicted RUL
FD001,55,134.537,8,sensor_15_rolling_mean,4.6675,4.6675,increased predicted RUL
FD001,55,134.537,9,sensor_21,3.6027,3.6027,increased predicted RUL
FD001,55,134.537,10,sensor_6_rolling_std,3.5811,3.5811,increased predicted RUL
FD001,56,13.6081,1,cycle,-38.0023,38.0023,decreased predicted RUL
FD001,56,13.6081,2,sensor_11,-30.6385,30.6385,decreased predicted RUL
FD001,56,13.6081,3,sensor_13,-23.0011,23.0011,decreased predicted RUL
FD001,56,13.6081,4,sensor_4,-10.7462,10.7462,decreased predicted RUL
FD001,56,13.6081,5,sensor_11_rolling_mean,-8.048,8.048,decreased predicted RUL
FD001,56,13.6081,6,sensor_15,4.9391,4.9391,increased predicted RUL
FD001,56,13.6081,7,sensor_13_rolling_mean,-4.8838,4.8838,decreased predicted RUL
FD001,56,13.6081,8,sensor_2,-4.7664,4.7664,decreased predicted RUL
FD001,56,13.6081,9,sensor_3,-3.7086,3.7086,decreased predicted RUL
FD001,56,13.6081,10,sensor_6_rolling_std,3.6798,3.6798,increased predicted RUL
FD001,57,75.9548,1,cycle,-34.666,34.666,decreased predicted RUL
FD001,57,75.9548,2,sensor_11,-12.4692,12.4692,decreased predicted RUL
FD001,57,75.9548,3,sensor_13,-10.0182,10.0182,decreased predicted RUL
FD001,57,75.9548,4,sensor_15,7.4993,7.4993,increased predicted RUL
FD001,57,75.9548,5,sensor_4,-7.279,7.279,decreased predicted RUL
FD001,57,75.9548,6,sensor_12,6.9512,6.9512,increased predicted RUL
FD001,57,75.9548,7,sensor_11_rolling_mean,-6.5142,6.5142,decreased predicted RUL
FD001,57,75.9548,8,sensor_6_rolling_std,3.005,3.005,increased predicted RUL
FD001,57,75.9548,9,sensor_21,2.7456,2.7456,increased predicted RUL
FD001,57,75.9548,10,sensor_15_rolling_mean,2.6837,2.6837,increased predicted RUL
FD001,58,48.5369,1,cycle,-36.1998,36.1998,decreased predicted RUL
FD001,58,48.5369,2,sensor_11,-19.9591,19.9591,decreased predicted RUL
FD001,58,48.5369,3,sensor_13,-13.4668,13.4668,decreased predicted RUL
FD001,58,48.5369,4,sensor_4,-11.1775,11.1775,decreased predicted RUL
FD001,58,48.5369,5,sensor_11_rolling_mean,-7.0196,7.0196,decreased predicted RUL
FD001,58,48.5369,6,sensor_13_rolling_mean,-5.7516,5.7516,decreased predicted RUL
FD001,58,48.5369,7,sensor_15,5.489,5.489,increased predicted RUL
FD001,58,48.5369,8,sensor_12,5.3192,5.3192,increased predicted RUL
FD001,58,48.5369,9,sensor_2,-4.1409,4.1409,decreased predicted RUL
FD001,58,48.5369,10,sensor_6_rolling_std,3.6484,3.6484,increased predicted RUL
FD001,59,145.7409,1,sensor_15,19.9497,19.9497,increased predicted RUL
FD001,59,145.7409,2,sensor_6,-9.4142,9.4142,decreased predicted RUL
FD001,59,145.7409,3,cycle,-9.2702,9.2702,decreased predicted RUL
FD001,59,145.7409,4,sensor_13,9.0101,9.0101,increased predicted RUL
FD001,59,145.7409,5,sensor_12,5.3812,5.3812,increased predicted RUL
FD001,59,145.7409,6,sensor_21,4.5781,4.5781,increased predicted RUL
FD001,59,145.7409,7,sensor_4,-4.1992,4.1992,decreased predicted RUL
FD001,59,145.7409,8,sensor_15_rolling_mean,4.0263,4.0263,increased predicted RUL
FD001,59,145.7409,9,sensor_11_diff,-3.0721,3.0721,decreased predicted RUL
FD001,59,145.7409,10,sensor_11,-3.0365,3.0365,decreased predicted RUL
FD001,60,98.618,1,cycle,-29.8631,29.8631,decreased predicted RUL
FD001,60,98.618,2,sensor_11,-15.0116,15.0116,decreased predicted RUL
FD001,60,98.618,3,sensor_15,14.2024,14.2024,increased predicted RUL
FD001,60,98.618,4,sensor_13,8.5539,8.5539,increased predicted RUL
FD001,60,98.618,5,sensor_11_rolling_mean,-6.7718,6.7718,decreased predicted RUL
FD001,60,98.618,6,sensor_15_rolling_mean,6.1817,6.1817,increased predicted RUL
FD001,60,98.618,7,sensor_12,5.1865,5.1865,increased predicted RUL
FD001,60,98.618,8,sensor_6,-4.679,4.679,decreased predicted RUL
FD001,60,98.618,9,sensor_6_rolling_std,4.6391,4.6391,increased predicted RUL
FD001,60,98.618,10,sensor_2,-3.4629,3.4629,decreased predicted RUL
FD001,61,41.6045,1,cycle,-36.2637,36.2637,decreased predicted RUL
FD001,61,41.6045,2,sensor_11,-21.0991,21.0991,decreased predicted RUL
FD001,61,41.6045,3,sensor_13,-7.9283,7.9283,decreased predicted RUL
FD001,61,41.6045,4,sensor_4,-6.9852,6.9852,decreased predicted RUL
FD001,61,41.6045,5,sensor_15,6.107,6.107,increased predicted RUL
FD001,61,41.6045,6,sensor_11_rolling_mean,-5.9646,5.9646,decreased predicted RUL
FD001,61,41.6045,7,sensor_13_rolling_mean,-5.5803,5.5803,decreased predicted RUL
FD001,61,41.6045,8,sensor_2,-4.1256,4.1256,decreased predicted RUL
FD001,61,41.6045,9,sensor_12,4.0314,4.0314,increased predicted RUL
FD001,61,41.6045,10,sensor_3,-3.0843,3.0843,decreased predicted RUL
FD001,62,59.614,1,cycle,-28.2258,28.2258,decreased predicted RUL
FD001,62,59.614,2,sensor_11,-17.3814,17.3814,decreased predicted RUL
FD001,62,59.614,3,sensor_9,-13.3362,13.3362,decreased predicted RUL
FD001,62,59.614,4,sensor_15,9.7147,9.7147,increased predicted RUL
FD001,62,59.614,5,sensor_4,-8.2196,8.2196,decreased predicted RUL
FD001,62,59.614,6,sensor_14,-8.2162,8.2162,decreased predicted RUL
FD001,62,59.614,7,sensor_11_rolling_mean,-5.191,5.191,decreased predicted RUL
FD001,62,59.614,8,sensor_13,5.0592,5.0592,increased predicted RUL
FD001,62,59.614,9,sensor_6,-4.2108,4.2108,decreased predicted RUL
FD001,62,59.614,10,sensor_12,3.548,3.548,increased predicted RUL
FD001,63,71.9217,1,cycle,-35.713,35.713,decreased predicted RUL
FD001,63,71.9217,2,sensor_11,-18.6104,18.6104,decreased predicted RUL
FD001,63,71.9217,3,sensor_13,-7.391,7.391,decreased predicted RUL
FD001,63,71.9217,4,sensor_15,7.3001,7.3001,increased predicted RUL
FD001,63,71.9217,5,sensor_4,-6.3642,6.3642,decreased predicted RUL
FD001,63,71.9217,6,sensor_11_rolling_mean,-6.2158,6.2158,decreased predicted RUL
FD001,63,71.9217,7,sensor_13_rolling_mean,-6.0116,6.0116,decreased predicted RUL
FD001,63,71.9217,8,sensor_12,5.8081,5.8081,increased predicted RUL
FD001,63,71.9217,9,sensor_2,-5.0632,5.0632,decreased predicted RUL
FD001,63,71.9217,10,sensor_6_rolling_std,4.105,4.105,increased predicted RUL
FD001,64,41.5082,1,cycle,-35.9007,35.9007,decreased predicted RUL
FD001,64,41.5082,2,sensor_11,-24.641,24.641,decreased predicted RUL
FD001,64,41.5082,3,sensor_4,-12.9007,12.9007,decreased predicted RUL
FD001,64,41.5082,4,sensor_15,8.2103,8.2103,increased predicted RUL
FD001,64,41.5082,5,sensor_11_rolling_mean,-7.3165,7.3165,decreased predicted RUL
FD001,64,41.5082,6,sensor_13_rolling_mean,-6.5082,6.5082,decreased predicted RUL
FD001,64,41.5082,7,sensor_2,-4.4283,4.4283,decreased predicted RUL
