dataset,engine_id,cycle,estimated_rul,health_score,anomaly_score,status,degradation_status
FD001,6,27,180.06,70.91,13.48,NORMAL,NORMAL
FD001,6,28,179.06,73.2,0.51,NORMAL,NORMAL
FD001,6,29,178.06,49.78,90.42,WARNING,WARNING
FD001,6,30,177.06,52.62,75.23,NORMAL,WARNING
FD001,6,31,176.06,60.28,40.8,NORMAL,NORMAL
FD001,6,32,175.06,58.77,43.01,NORMAL,WARNING
FD001,6,33,174.06,52.45,64.47,NORMAL,WARNING
FD001,6,34,173.06,47.93,78.76,NORMAL,WARNING
FD001,6,35,172.06,50.95,62.88,NORMAL,WARNING
FD001,6,36,171.06,63.18,10.15,NORMAL,NORMAL
FD001,6,37,170.06,63.39,5.5,NORMAL,NORMAL
FD001,6,38,169.06,62.95,3.43,NORMAL,NORMAL
FD001,6,39,168.06,52.37,41.94,NORMAL,WARNING
FD001,6,40,167.06,53.53,33.48,NORMAL,WARNING
FD001,6,41,166.06,40.98,79.88,NORMAL,WARNING
FD001,6,42,165.06,51.5,34.0,NORMAL,WARNING
FD001,6,43,164.06,43.32,62.89,NORMAL,WARNING
FD001,6,44,163.06,42.91,60.73,NORMAL,WARNING
FD001,6,45,162.06,56.28,3.45,NORMAL,WARNING
FD001,6,46,161.06,43.75,49.78,NORMAL,WARNING
FD001,6,47,160.06,39.7,62.15,NORMAL,WARNING
FD001,6,48,159.06,50.78,14.01,NORMAL,WARNING
FD001,6,49,158.06,32.09,84.96,NORMAL,WARNING
FD001,6,50,157.06,50.49,7.56,NORMAL,WARNING
FD001,6,51,156.06,47.61,15.26,NORMAL,WARNING
FD001,6,52,155.06,42.89,30.35,NORMAL,WARNING
FD001,6,53,154.06,44.69,19.35,NORMAL,WARNING
FD001,6,54,153.06,36.6,47.89,NORMAL,WARNING
FD001,6,55,152.06,47.18,1.75,NORMAL,WARNING
FD001,6,56,151.06,42.96,14.84,NORMAL,WARNING
FD001,6,57,150.06,41.32,17.59,NORMAL,WARNING
FD001,6,58,149.06,26.42,73.38,NORMAL,CRITICAL
FD001,6,59,148.06,40.62,12.75,NORMAL,WARNING
FD001,6,60,147.06,29.64,52.89,NORMAL,CRITICAL
FD001,6,61,146.06,24.29,70.45,NORMAL,CRITICAL
FD001,6,62,145.06,26.54,57.67,NORMAL,CRITICAL
FD001,6,63,144.06,18.32,86.7,WARNING,WARNING
FD001,6,64,143.06,30.44,34.45,NORMAL,WARNING
FD001,6,65,142.06,36.12,7.91,NORMAL,WARNING
FD001,6,66,141.06,30.45,26.79,NORMAL,WARNING
FD001,6,67,140.06,28.31,31.51,NORMAL,CRITICAL
FD001,6,68,139.06,27.93,29.22,NORMAL,CRITICAL
FD001,6,69,138.06,26.25,32.14,NORMAL,CRITICAL
FD001,6,70,137.06,18.23,60.42,NORMAL,CRITICAL
FD001,6,71,136.06,20.21,48.69,NORMAL,CRITICAL
FD001,6,72,135.06,13.21,72.88,NORMAL,CRITICAL
FD001,6,73,134.06,14.61,63.48,NORMAL,CRITICAL
FD001,6,74,133.06,8.0,86.08,WARNING,WARNING
FD001,6,75,132.06,5.21,93.43,WARNING,WARNING
FD001,6,76,131.06,5.35,89.09,WARNING,WARNING
FD001,6,77,130.06,4.48,88.76,WARNING,WARNING
FD001,6,78,129.06,5.11,82.43,NORMAL,CRITICAL
FD001,6,79,128.06,18.26,25.99,NORMAL,CRITICAL
FD001,6,80,127.06,15.67,32.57,NORMAL,CRITICAL
FD001,6,81,126.06,9.59,53.07,NORMAL,CRITICAL
FD001,6,82,125.06,13.32,34.36,NORMAL,CRITICAL
FD001,6,83,124.06,6.27,58.72,NORMAL,CRITICAL
FD001,6,84,123.06,7.42,50.33,NORMAL,CRITICAL
FD001,6,85,122.06,0.0,78.42,NORMAL,CRITICAL
FD001,6,86,121.06,6.28,47.26,NORMAL,CRITICAL
FD001,6,87,120.06,3.42,54.89,NORMAL,CRITICAL
FD001,6,88,119.06,0.0,77.79,NORMAL,CRITICAL
FD001,6,89,118.06,14.46,3.13,NORMAL,CRITICAL
FD001,6,90,117.06,13.75,2.16,NORMAL,CRITICAL
FD001,6,91,116.06,0.0,88.9,WARNING,WARNING
FD001,6,92,115.06,2.98,37.58,NORMAL,CRITICAL
FD001,6,93,114.06,4.36,28.28,NORMAL,CRITICAL
FD001,6,94,113.06,0.0,56.99,NORMAL,CRITICAL
FD001,6,95,112.06,6.84,10.72,NORMAL,CRITICAL
FD001,6,96,111.06,6.41,8.66,NORMAL,CRITICAL
FD001,6,97,110.06,4.64,11.93,NORMAL,CRITICAL
FD001,6,98,109.06,5.8,3.45,NORMAL,CRITICAL
FD001,6,99,108.06,4.37,5.38,NORMAL,CRITICAL
FD001,6,100,107.06,4.4,1.46,NORMAL,CRITICAL
FD001,6,101,106.06,0.0,15.43,NORMAL,CRITICAL
FD001,6,102,105.06,0.0,64.65,NORMAL,CRITICAL
FD001,6,103,104.06,0.0,40.37,NORMAL,CRITICAL
FD001,6,104,103.06,0.0,6.29,NORMAL,CRITICAL
FD001,6,105,102.06,0.0,40.02,NORMAL,CRITICAL
FD001,7,1,273.03,75.62,95.03,NORMAL,NORMAL
FD001,7,2,272.03,74.69,96.22,NORMAL,NORMAL
FD001,7,3,271.03,81.4,66.9,NORMAL,NORMAL
FD001,7,4,270.03,74.15,93.42,NORMAL,NORMAL
FD001,7,5,269.03,79.31,70.26,NORMAL,NORMAL
FD001,7,6,268.03,76.75,77.99,NORMAL,NORMAL
FD001,7,7,267.03,75.92,78.82,NORMAL,NORMAL
FD001,7,8,266.03,84.18,43.28,NORMAL,NORMAL
FD001,7,9,265.03,80.5,55.51,NORMAL,NORMAL
FD001,7,10,264.03,84.31,37.74,NORMAL,NORMAL
FD001,7,11,263.03,70.73,89.58,WARNING,WARNING
FD001,7,12,262.03,80.92,46.33,NORMAL,NORMAL
FD001,7,13,261.03,70.75,84.49,NORMAL,NORMAL
FD001,7,14,260.03,72.93,73.29,NORMAL,NORMAL
FD001,7,15,259.03,78.46,48.64,NORMAL,NORMAL
FD001,7,16,258.03,72.88,68.47,NORMAL,NORMAL
FD001,7,17,257.03,75.03,57.39,NORMAL,NORMAL
FD001,7,18,256.03,87.59,4.65,NORMAL,NORMAL
FD001,7,19,255.03,87.79,1.33,NORMAL,NORMAL
FD001,7,20,254.03,85.98,6.08,NORMAL,NORMAL
FD001,7,21,253.03,70.78,64.37,NORMAL,NORMAL
FD001,7,22,252.03,65.16,84.37,NORMAL,NORMAL
FD001,7,23,251.03,82.83,11.18,NORMAL,NORMAL
FD001,7,24,250.03,77.99,28.04,NORMAL,NORMAL
FD001,7,25,249.03,77.01,29.45,NORMAL,NORMAL
FD001,7,26,248.03,59.29,97.84,CRITICAL,CRITICAL
FD001,7,27,247.03,60.83,89.17,WARNING,WARNING
FD001,7,28,246.03,62.9,78.39,NORMAL,NORMAL
FD001,7,29,245.03,59.65,88.89,WARNING,WARNING
FD001,7,30,244.03,57.8,93.8,WARNING,WARNING
FD001,7,31,243.03,64.42,64.83,NORMAL,NORMAL
FD001,7,32,242.03,58.03,87.86,WARNING,WARNING
FD001,7,33,241.03,62.06,69.26,NORMAL,NORMAL
FD001,7,34,240.03,60.2,74.19,NORMAL,NORMAL
FD001,7,35,239.03,54.62,94.0,WARNING,WARNING
FD001,7,36,238.03,54.67,91.31,WARNING,WARNING
FD001,7,37,237.03,59.71,68.67,NORMAL,WARNING
FD001,7,38,236.03,62.96,53.18,NORMAL,NORMAL
FD001,7,39,235.03,53.73,87.57,WARNING,WARNING
FD001,7,40,234.03,59.41,62.38,NORMAL,WARNING
FD001,7,41,233.03,67.48,27.58,NORMAL,NORMAL
FD001,7,42,232.03,62.37,45.53,NORMAL,NORMAL
FD001,7,43,231.03,63.92,36.81,NORMAL,NORMAL
FD001,7,44,230.03,67.97,18.11,NORMAL,NORMAL
FD001,7,45,229.03,70.23,6.57,NORMAL,NORMAL
FD001,7,46,228.03,63.0,32.99,NORMAL,NORMAL
FD001,7,47,227.03,62.3,33.28,NORMAL,NORMAL
FD001,7,48,226.03,67.16,11.36,NORMAL,NORMAL
FD001,7,49,225.03,67.07,9.22,NORMAL,NORMAL
FD001,7,50,224.03,51.31,69.77,NORMAL,WARNING
FD001,7,51,223.03,54.45,54.69,NORMAL,WARNING
FD001,7,52,222.03,42.59,99.66,CRITICAL,CRITICAL
FD001,7,53,221.03,43.99,91.52,WARNING,WARNING
FD001,7,54,220.03,55.99,41.04,NORMAL,WARNING
FD001,7,55,219.03,43.84,87.15,WARNING,WARNING
FD001,7,56,218.03,46.17,75.31,NORMAL,WARNING
FD001,7,57,217.03,41.47,91.61,WARNING,WARNING
FD001,7,58,216.03,38.8,99.81,CRITICAL,CRITICAL
FD001,7,59,215.03,39.27,95.43,WARNING,WARNING
FD001,7,60,214.03,40.02,89.93,WARNING,WARNING
FD001,7,61,213.03,45.91,63.85,NORMAL,WARNING
FD001,7,62,212.03,41.83,77.69,NORMAL,WARNING
FD001,7,63,211.03,35.9,98.89,CRITICAL,CRITICAL
FD001,7,64,210.03,47.14,51.42,NORMAL,WARNING
FD001,7,65,209.03,37.7,86.72,WARNING,WARNING
FD001,7,66,208.03,35.25,93.98,WARNING,WARNING
FD001,7,67,207.03,40.85,69.11,NORMAL,WARNING
FD001,7,68,206.03,37.06,81.75,NORMAL,WARNING
FD001,7,69,205.03,33.26,94.47,WARNING,WARNING
FD001,7,70,204.03,35.25,84.01,NORMAL,WARNING
FD001,7,71,203.03,34.73,83.58,NORMAL,WARNING
FD001,7,72,202.03,32.03,91.88,WARNING,WARNING
FD001,7,73,201.03,39.73,58.59,NORMAL,WARNING
FD001,7,74,200.03,39.22,58.13,NORMAL,WARNING
FD001,7,75,199.03,45.07,32.22,NORMAL,WARNING
FD001,7,76,198.03,43.37,36.51,NORMAL,WARNING
FD001,7,77,197.03,39.78,48.37,NORMAL,WARNING
FD001,7,78,196.03,33.86,69.55,NORMAL,WARNING
FD001,7,79,195.03,40.13,41.96,NORMAL,WARNING
FD001,7,80,194.03,49.66,1.34,NORMAL,WARNING
FD001,7,81,193.03,44.07,21.21,NORMAL,WARNING
FD001,7,82,192.03,47.79,3.85,NORMAL,WARNING
FD001,7,83,191.03,43.81,17.26,NORMAL,WARNING
FD001,7,84,190.03,28.19,77.24,NORMAL,CRITICAL
FD001,7,85,189.03,33.2,54.69,NORMAL,WARNING
FD001,7,86,188.03,21.27,99.91,CRITICAL,CRITICAL
FD001,7,87,187.03,22.98,90.58,WARNING,WARNING
FD001,7,88,186.03,20.59,97.64,CRITICAL,CRITICAL
FD001,7,89,185.03,20.45,95.69,WARNING,WARNING
FD001,7,90,184.03,20.4,93.41,WARNING,WARNING
FD001,7,91,183.03,18.51,98.48,CRITICAL,CRITICAL
FD001,7,92,182.03,24.12,73.53,NORMAL,CRITICAL
FD001,7,93,181.03,25.72,64.63,NORMAL,CRITICAL
FD001,7,94,180.03,24.68,66.3,NORMAL,CRITICAL
FD001,7,95,179.03,22.33,73.19,NORMAL,CRITICAL
FD001,7,96,178.03,26.33,54.68,NORMAL,CRITICAL
FD001,7,97,177.03,32.9,25.88,NORMAL,WARNING
FD001,7,98,176.03,23.86,59.55,NORMAL,CRITICAL
FD001,7,99,175.03,30.48,30.58,NORMAL,WARNING
FD001,7,100,174.03,31.46,24.17,NORMAL,WARNING
FD001,7,101,173.03,32.92,15.84,NORMAL,WARNING
FD001,7,102,172.03,34.09,8.63,NORMAL,WARNING
FD001,7,103,171.03,24.91,42.85,NORMAL,CRITICAL
FD001,7,104,170.03,24.74,41.04,NORMAL,CRITICAL
FD001,7,105,169.03,19.21,60.66,NORMAL,CRITICAL
FD001,7,106,168.03,12.29,85.82,WARNING,WARNING
FD001,7,107,167.03,32.54,2.35,NORMAL,WARNING
FD001,7,108,166.03,14.18,73.27,NORMAL,CRITICAL
FD001,7,109,165.03,20.12,47.01,NORMAL,CRITICAL
FD001,7,110,164.03,11.56,78.76,NORMAL,CRITICAL
FD001,7,111,163.03,7.31,93.27,WARNING,WARNING
FD001,7,112,162.03,8.36,86.56,WARNING,WARNING
FD001,7,113,161.03,8.55,83.28,NORMAL,CRITICAL
FD001,7,114,160.03,15.91,51.34,NORMAL,CRITICAL
FD001,7,115,159.03,3.34,99.16,CRITICAL,CRITICAL
FD001,7,116,158.03,16.98,42.09,NORMAL,CRITICAL
FD001,7,117,157.03,5.01,87.47,WARNING,WARNING
FD001,7,118,156.03,7.71,74.14,NORMAL,CRITICAL
FD001,7,119,155.03,11.87,55.01,NORMAL,CRITICAL
FD001,7,120,154.03,12.04,51.85,NORMAL,CRITICAL
FD001,7,121,153.03,5.0,77.5,NORMAL,CRITICAL
FD001,7,122,152.03,19.42,17.32,NORMAL,CRITICAL
FD001,7,123,151.03,17.18,23.79,NORMAL,CRITICAL
FD001,7,124,150.03,14.74,31.02,NORMAL,CRITICAL
FD001,7,125,149.03,14.78,28.4,NORMAL,CRITICAL
FD001,7,126,148.03,14.92,25.31,NORMAL,CRITICAL
FD001,7,127,147.03,19.25,5.51,NORMAL,CRITICAL
FD001,7,128,146.03,17.9,8.4,NORMAL,CRITICAL
FD001,7,129,145.03,14.23,20.59,NORMAL,CRITICAL
FD001,7,130,144.03,8.24,42.04,NORMAL,CRITICAL
FD001,7,131,143.03,9.53,34.38,NORMAL,CRITICAL
FD001,7,132,142.03,3.13,57.48,NORMAL,CRITICAL
FD001,7,133,141.03,3.72,52.6,NORMAL,CRITICAL
FD001,7,134,140.03,0.0,85.15,WARNING,WARNING
FD001,7,135,139.03,14.73,3.58,NORMAL,CRITICAL
FD001,7,136,138.03,10.43,18.3,NORMAL,CRITICAL
FD001,7,137,137.03,13.54,3.34,NORMAL,CRITICAL
FD001,7,138,136.03,5.88,31.48,NORMAL,CRITICAL
FD001,7,139,135.03,8.04,20.33,NORMAL,CRITICAL
FD001,7,140,134.03,0.0,74.44,NORMAL,CRITICAL
FD001,7,141,133.03,0.0,65.46,NORMAL,CRITICAL
FD001,7,142,132.03,5.43,23.28,NORMAL,CRITICAL
FD001,7,143,131.03,0.0,52.74,NORMAL,CRITICAL
FD001,7,144,130.03,2.44,30.22,NORMAL,CRITICAL
FD001,7,145,129.03,0.0,65.44,NORMAL,CRITICAL
FD001,7,146,128.03,4.47,17.13,NORMAL,CRITICAL
FD001,7,147,127.03,2.02,24.41,NORMAL,CRITICAL
FD001,7,148,126.03,0.0,45.48,NORMAL,CRITICAL
FD001,7,149,125.03,6.47,1.62,NORMAL,CRITICAL
FD001,7,150,124.03,1.93,17.28,NORMAL,CRITICAL
FD001,7,151,123.03,0.0,37.57,NORMAL,CRITICAL
FD001,7,152,122.03,0.0,29.4,NORMAL,CRITICAL
FD001,7,153,121.03,0.0,37.83,NORMAL,CRITICAL
FD001,7,154,120.03,0.0,69.43,NORMAL,CRITICAL
FD001,7,155,119.03,0.0,80.76,NORMAL,CRITICAL
FD001,7,156,118.03,0.0,53.34,NORMAL,CRITICAL
FD001,7,157,117.03,0.0,31.28,NORMAL,CRITICAL
FD001,7,158,116.03,0.0,46.59,NORMAL,CRITICAL
FD001,7,159,115.03,0.0,17.28,NORMAL,CRITICAL
FD001,7,160,114.03,0.0,57.97,NORMAL,CRITICAL
FD001,8,1,250.99,75.64,95.03,NORMAL,NORMAL
FD001,8,2,249.99,75.14,94.64,NORMAL,NORMAL
FD001,8,3,248.99,80.52,70.69,NORMAL,NORMAL
FD001,8,4,247.99,83.4,56.76,NORMAL,NORMAL
FD001,8,5,246.99,74.7,89.17,NORMAL,NORMAL
FD001,8,6,245.99,77.72,74.65,NORMAL,NORMAL
FD001,8,7,244.99,72.66,92.5,NORMAL,NORMAL
FD001,8,8,243.99,77.85,69.31,NORMAL,NORMAL
FD001,8,9,242.99,84.28,41.19,NORMAL,NORMAL
FD001,8,10,241.99,81.82,48.64,NORMAL,NORMAL
FD001,8,11,240.99,72.71,82.64,NORMAL,NORMAL
FD001,8,12,239.99,79.75,52.07,NORMAL,NORMAL
FD001,8,13,238.99,69.58,90.36,WARNING,WARNING
FD001,8,14,237.99,88.29,13.1,NORMAL,NORMAL
FD001,8,15,236.99,73.2,71.05,NORMAL,NORMAL
FD001,8,16,235.99,68.09,89.1,WARNING,WARNING
FD001,8,17,234.99,78.31,45.79,NORMAL,NORMAL
FD001,8,18,233.99,72.87,65.14,NORMAL,NORMAL
FD001,8,19,232.99,73.23,61.3,NORMAL,NORMAL
FD001,8,20,231.99,65.42,90.13,WARNING,WARNING
FD001,8,21,230.99,73.63,54.88,NORMAL,NORMAL
FD001,8,22,229.99,79.22,30.11,NORMAL,NORMAL
FD001,8,23,228.99,72.02,56.5,NORMAL,NORMAL
FD001,8,24,227.99,74.44,44.41,NORMAL,NORMAL
FD001,8,25,226.99,81.45,13.97,NORMAL,NORMAL
FD001,8,26,225.99,61.63,90.81,WARNING,WARNING
FD001,8,27,224.99,67.45,65.14,NORMAL,NORMAL
FD001,8,28,223.99,69.24,55.55,NORMAL,NORMAL
FD001,8,29,222.99,79.71,11.28,NORMAL,NORMAL
FD001,8,30,221.99,67.99,55.76,NORMAL,NORMAL
FD001,8,31,220.99,72.93,33.57,NORMAL,NORMAL
FD001,8,32,219.99,75.76,19.84,NORMAL,NORMAL
FD001,8,33,218.99,75.14,19.92,NORMAL,NORMAL
FD001,8,34,217.99,68.0,46.09,NORMAL,NORMAL
FD001,8,35,216.99,71.73,28.72,NORMAL,NORMAL
FD001,8,36,215.99,77.97,1.38,NORMAL,NORMAL
FD001,8,37,214.99,73.44,17.07,NORMAL,NORMAL
FD001,8,38,213.99,59.96,68.61,NORMAL,WARNING
FD001,8,39,212.99,71.8,18.83,NORMAL,NORMAL
FD001,8,40,211.99,65.85,40.2,NORMAL,NORMAL
FD001,8,41,210.99,54.65,82.61,NORMAL,WARNING
FD001,8,42,209.99,70.36,17.34,NORMAL,NORMAL
FD001,8,43,208.99,59.88,56.87,NORMAL,WARNING
FD001,8,44,207.99,68.55,19.76,NORMAL,NORMAL
FD001,8,45,206.99,50.53,89.43,WARNING,WARNING
FD001,8,46,205.99,51.27,84.06,NORMAL,WARNING
FD001,8,47,204.99,60.4,45.14,NORMAL,NORMAL
FD001,8,48,203.99,53.4,70.74,NORMAL,WARNING
FD001,8,49,202.99,47.77,90.86,WARNING,WARNING
FD001,8,50,201.99,54.89,59.94,NORMAL,WARNING
FD001,8,51,200.99,47.86,85.66,WARNING,WARNING
FD001,8,52,199.99,55.87,51.2,NORMAL,WARNING
FD001,8,53,198.99,57.84,40.92,NORMAL,WARNING
FD001,8,54,197.99,53.42,56.18,NORMAL,WARNING
FD001,8,55,196.99,57.81,36.24,NORMAL,WARNING
FD001,8,56,195.99,45.71,82.23,NORMAL,WARNING
FD001,8,57,194.99,44.78,83.53,NORMAL,WARNING
FD001,8,58,193.99,49.32,62.95,NORMAL,WARNING
FD001,8,59,192.99,50.22,56.97,NORMAL,WARNING
FD001,8,60,191.99,59.38,17.9,NORMAL,WARNING
FD001,8,61,190.99,51.82,45.73,NORMAL,WARNING
FD001,8,62,189.99,41.92,82.93,NORMAL,WARNING
FD001,8,63,188.99,49.74,49.25,NORMAL,WARNING
FD001,8,64,187.99,42.06,77.53,NORMAL,WARNING
FD001,8,65,186.99,57.27,14.28,NORMAL,WARNING
FD001,8,66,185.99,55.97,17.08,NORMAL,WARNING
FD001,8,67,184.99,40.63,76.02,NORMAL,WARNING
FD001,8,68,183.99,49.87,36.65,NORMAL,WARNING
FD001,8,69,182.99,55.69,10.96,NORMAL,WARNING
FD001,8,70,181.99,52.24,22.36,NORMAL,WARNING
FD001,8,71,180.99,50.82,25.62,NORMAL,WARNING
FD001,8,72,179.99,56.54,0.33,NORMAL,WARNING
FD001,8,73,178.99,45.39,42.53,NORMAL,WARNING
FD001,8,74,177.99,52.0,13.69,NORMAL,WARNING
FD001,8,75,176.99,34.65,80.67,NORMAL,WARNING
FD001,8,76,175.99,47.2,28.08,NORMAL,WARNING
FD001,8,77,174.99,45.2,33.66,NORMAL,WARNING
FD001,8,78,173.99,46.81,24.81,NORMAL,WARNING
FD001,8,79,172.99,29.77,90.57,WARNING,WARNING
FD001,8,80,171.99,44.09,30.87,NORMAL,WARNING
FD001,8,81,170.99,41.96,36.98,NORMAL,WARNING
FD001,8,82,169.99,34.51,64.36,NORMAL,WARNING
FD001,8,83,168.99,39.69,41.25,NORMAL,WARNING
FD001,8,84,167.99,42.15,28.97,NORMAL,WARNING
FD001,8,85,166.99,42.49,25.21,NORMAL,WARNING
FD001,8,86,165.99,28.52,78.7,NORMAL,CRITICAL
FD001,8,87,164.99,45.57,8.08,NORMAL,WARNING
FD001,8,88,163.99,33.99,51.99,NORMAL,WARNING
FD001,8,89,162.99,33.98,49.61,NORMAL,WARNING
FD001,8,90,161.99,34.8,43.91,NORMAL,WARNING
FD001,8,91,160.99,26.67,74.06,NORMAL,CRITICAL
FD001,8,92,159.99,32.6,47.93,NORMAL,WARNING
FD001,8,93,158.99,40.69,13.16,NORMAL,WARNING
FD001,8,94,157.99,43.37,0.03,NORMAL,WARNING
FD001,8,95,156.99,37.57,20.79,NORMAL,WARNING
FD001,8,96,155.99,31.32,43.38,NORMAL,WARNING
FD001,8,97,154.99,26.94,58.5,NORMAL,CRITICAL
FD001,8,98,153.99,37.3,14.66,NORMAL,WARNING
FD001,8,99,152.99,36.46,15.61,NORMAL,WARNING
FD001,8,100,151.99,34.22,22.17,NORMAL,WARNING
FD001,8,101,150.99,38.46,2.8,NORMAL,WARNING
FD001,8,102,149.99,29.59,35.84,NORMAL,CRITICAL
FD001,8,103,148.99,37.08,3.49,NORMAL,WARNING
FD001,8,104,147.99,30.24,28.45,NORMAL,WARNING
FD001,8,105,146.99,36.12,2.49,NORMAL,WARNING
FD001,8,106,145.99,21.84,57.23,NORMAL,CRITICAL
FD001,8,107,144.99,27.85,30.79,NORMAL,CRITICAL
FD001,8,108,143.99,28.26,26.73,NORMAL,CRITICAL
FD001,8,109,142.99,18.39,63.8,NORMAL,CRITICAL
FD001,8,110,141.99,31.58,8.64,NORMAL,WARNING
FD001,8,111,140.99,32.9,0.93,NORMAL,WARNING
FD001,8,112,139.99,27.63,19.59,NORMAL,CRITICAL
FD001,8,113,138.99,20.24,46.76,NORMAL,CRITICAL
FD001,8,114,137.99,30.16,4.66,NORMAL,WARNING
FD001,8,115,136.99,29.43,5.19,NORMAL,CRITICAL
FD001,8,116,135.99,30.09,0.12,NORMAL,WARNING
FD001,8,117,134.99,18.69,43.3,NORMAL,CRITICAL
FD001,8,118,133.99,15.46,53.82,NORMAL,CRITICAL
FD001,8,119,132.99,22.73,22.34,NORMAL,CRITICAL
FD001,8,120,131.99,24.22,13.94,NORMAL,CRITICAL
FD001,8,121,130.99,23.23,15.5,NORMAL,CRITICAL
FD001,8,122,129.99,7.67,75.33,NORMAL,CRITICAL
FD001,8,123,128.99,15.68,40.91,NORMAL,CRITICAL
FD001,8,124,127.99,17.38,31.7,NORMAL,CRITICAL
FD001,8,125,126.99,15.42,37.13,NORMAL,CRITICAL
FD001,8,126,125.99,23.32,3.09,NORMAL,CRITICAL
FD001,8,127,124.99,18.05,21.77,NORMAL,CRITICAL
FD001,8,128,123.99,14.9,31.97,NORMAL,CRITICAL
FD001,8,129,122.99,14.23,32.23,NORMAL,CRITICAL
FD001,8,130,121.99,6.35,61.36,NORMAL,CRITICAL
FD001,8,131,120.99,19.97,4.44,NORMAL,CRITICAL
FD001,8,132,119.99,1.58,75.62,NORMAL,CRITICAL
FD001,8,133,118.99,14.09,23.16,NORMAL,CRITICAL
FD001,8,134,117.99,11.81,29.87,NORMAL,CRITICAL
FD001,8,135,116.99,15.56,12.45,NORMAL,CRITICAL
FD001,8,136,115.99,16.39,6.71,NORMAL,CRITICAL
FD001,8,137,114.99,9.62,31.41,NORMAL,CRITICAL
FD001,8,138,113.99,3.55,53.29,NORMAL,CRITICAL
FD001,8,139,112.99,1.55,58.87,NORMAL,CRITICAL
FD001,8,140,111.99,8.81,27.41,NORMAL,CRITICAL
FD001,8,141,110.99,0.0,60.98,NORMAL,CRITICAL
FD001,8,142,109.99,0.0,67.54,NORMAL,CRITICAL
FD001,8,143,108.99,0.0,71.64,NORMAL,CRITICAL
FD001,8,144,107.99,0.0,57.42,NORMAL,CRITICAL
FD001,8,145,106.99,0.0,67.17,NORMAL,CRITICAL
FD001,8,146,105.99,0.0,58.56,NORMAL,CRITICAL
FD001,8,147,104.99,0.0,69.36,NORMAL,CRITICAL
FD001,8,148,103.99,7.87,11.9,NORMAL,CRITICAL
FD001,8,149,102.99,4.1,24.55,NORMAL,CRITICAL
FD001,8,150,101.99,0.95,34.74,NORMAL,CRITICAL
FD001,8,151,100.99,9.04,0.0,NORMAL,CRITICAL
FD001,8,152,99.99,8.43,0.0,NORMAL,CRITICAL
FD001,8,153,98.99,7.83,0.0,NORMAL,CRITICAL
FD001,8,154,97.99,7.23,0.0,NORMAL,CRITICAL
FD001,8,155,96.99,6.63,0.0,NORMAL,CRITICAL
FD001,8,156,95.99,6.02,0.0,NORMAL,CRITICAL
FD001,8,157,94.99,5.42,0.0,NORMAL,CRITICAL
FD001,8,158,93.99,4.82,0.0,NORMAL,CRITICAL
FD001,8,159,92.99,4.22,0.0,NORMAL,CRITICAL
FD001,8,160,91.99,3.61,0.0,NORMAL,CRITICAL
FD001,8,161,90.99,3.01,0.0,NORMAL,CRITICAL
FD001,8,162,89.99,2.41,0.0,NORMAL,CRITICAL
FD001,8,163,88.99,1.81,0.0,NORMAL,CRITICAL
FD001,8,164,87.99,1.2,0.0,NORMAL,CRITICAL
FD001,8,165,86.99,0.6,0.0,NORMAL,CRITICAL
FD001,8,166,85.99,0.0,0.0,NORMAL,CRITICAL
FD001,9,1,196.49,74.42,95.03,NORMAL,NORMAL
FD001,9,2,195.49,72.68,94.74,NORMAL,NORMAL
FD001,9,3,194.49,70.93,94.45,NORMAL,NORMAL
FD001,9,4,193.49,79.93,51.19,NORMAL,NORMAL
FD001,9,5,192.49,82.33,34.31,NORMAL,NORMAL
FD001,9,6,191.49,70.76,73.34,NORMAL,NORMAL
FD001,9,7,190.49,76.34,43.72,NORMAL,NORMAL
FD001,9,8,189.49,61.56,95.57,NORMAL,NORMAL
FD001,9,9,188.49,59.0,98.53,NORMAL,WARNING
FD001,9,10,187.49,71.13,42.77,NORMAL,NORMAL
FD001,9,11,186.49,66.02,55.91,NORMAL,NORMAL
FD001,9,12,185.49,59.33,75.42,NORMAL,WARNING
FD001,9,13,184.49,56.87,77.96,NORMAL,WARNING
FD001,9,14,183.49,55.14,77.64,NORMAL,WARNING
FD001,9,15,182.49,52.5,80.89,NORMAL,WARNING
FD001,9,16,181.49,48.77,88.56,WARNING,WARNING
FD001,9,17,180.49,51.04,72.19,NORMAL,WARNING
FD001,9,18,179.49,52.08,60.77,NORMAL,WARNING
FD001,9,19,178.49,59.13,25.3,NORMAL,WARNING
FD001,9,20,177.49,45.24,73.57,NORMAL,WARNING
FD001,9,21,176.49,55.22,26.41,NORMAL,WARNING
FD001,9,22,175.49,48.59,45.63,NORMAL,WARNING
FD001,9,23,174.49,44.26,55.68,NORMAL,WARNING
FD001,9,24,173.49,36.71,78.62,NORMAL,WARNING
FD001,9,25,172.49,48.4,24.6,NORMAL,WARNING
FD001,9,26,171.49,33.63,76.4,NORMAL,WARNING
FD001,9,27,170.49,28.22,90.78,WARNING,WARNING
FD001,9,28,169.49,34.66,57.7,NORMAL,WARNING
FD001,9,29,168.49,44.79,9.92,NORMAL,WARNING
FD001,9,30,167.49,45.17,1.12,NORMAL,WARNING
FD001,9,31,166.49,40.41,12.9,NORMAL,WARNING
FD001,9,32,165.49,31.45,41.47,NORMAL,WARNING
